Q1-State,Q2-County,Q3-2017,Q4-2018,Q5-2019,Q6-2020
Nebraska,Thurston,382169,392993,401383,418567
Nebraska,Valley,250057,260675,268900,281140
Nebraska,Washington,1051537,1133759,1154435,1158651
Nebraska,Wayne,378352,384512,404290,466617
Nebraska,Webster,227523,258596,251236,245776
Nebraska,Wheeler,141012,136683,132591,105708
Nebraska,York,697086,706208,739948,752185
Nevada,Churchill,1033219,1064045,1089140,1091509
Nevada,Clark,102294995,107952490,112479170,100851947
Nevada,Douglas,2265430,2372877,2392556,2345207
Nevada,Elko,2567182,2611385,2658854,2571275
Nevada,Esmeralda,60345,43905,40443,37912
Nevada,Eureka,1735370,1442568,1508698,1563280
Nevada,Humboldt,1285808,1222121,1310253,1308378
Nevada,Lander,934987,818976,900608,887152
Nevada,Lincoln,142232,141840,151868,152597
Nevada,Lyon,1425628,1504454,1554508,1550248
Nevada,Mineral,182448,188828,205798,209392
Nevada,Nye,1652636,1694148,1745117,1733152
Nevada,Pershing,336256,301651,312960,366824
Nevada,Storey,1368647,1587683,1722686,2103083
Nevada,Washoe,24534585,23774123,24576886,24339565
Nevada,White Pine,725055,618954,650330,771853
Nevada,Carson City,3103391,3223875,3384312,3294557
New Hampshire,Belknap,2603090,2649173,2605173,2494277
New Hampshire,Carroll,2024135,2028833,1997148,1957889
New Hampshire,Cheshire,3456089,3440427,3498185,3422121
New Hampshire,Coos,1161356,1127859,1130355,1119293
New Hampshire,Grafton,5998451,6114443,6232922,6048342
New Hampshire,Hillsborough,23943316,24742059,25201608,25171675
New Hampshire,Merrimack,8829126,8984361,9078358,8755611
New Hampshire,Rockingham,19212443,19551026,20404551,19795363
New Hampshire,Strafford,5389611,5450969,5528962,5331563
New Hampshire,Sullivan,1493817,1456239,1466502,1469943
New Jersey,Atlantic,12136010,12127107,12472343,11074523
New Jersey,Bergen,69008674,70625996,72096353,67864279
New Jersey,Burlington,25597146,25732157,26177916,25636520
New Jersey,Camden,22264875,22588362,23035400,21771587
New Jersey,Cape May,4912656,4932455,4993336,4681281
New Jersey,Cumberland,5722871,5929351,5877225,5691671
New Jersey,Essex,48015834,49249129,50444200,45044476
New Jersey,Gloucester,13231142,14298504,14879439,14333814
New Jersey,Hudson,40431879,42197908,42872666,41215221
New Jersey,Hunterdon,7132792,7018369,7115090,6705487
New Jersey,Mercer,29152059,29922293,33378088,32863884
New Jersey,Middlesex,55710940,57021150,57406650,54942220
New Jersey,Monmouth,32071933,33088911,33433421,31956491
New Jersey,Morris,48297666,49540770,50101633,48668672
New Jersey,Ocean,19922524,19546553,19992788,19049972
New Jersey,Passaic,19660015,20206074,20416500,19460138
New Jersey,Salem,4749135,4641912,4683214,5107834
New Jersey,Somerset,36340186,37853481,38449526,37411453
New Jersey,Sussex,4712369,4703001,4681076,4388918
New Jersey,Union,34128231,35107251,35555291,34451422
New Jersey,Warren,3857165,3799230,3833292,3577374
New Mexico,Bernalillo,32907937,33583036,34414788,33309315
New Mexico,Catron,79976,83862,76517,84375
New Mexico,Chaves,1952384,1986724,2014179,1928680
New Mexico,Cibola,586899,575489,568520,581083
New Mexico,Colfax,435511,427114,433164,415371
New Mexico,Curry,2877817,2779512,2835595,2808826
New Mexico,De Baca,79526,82442,83763,84576
New Mexico,Do?a Ana,6609265,6738913,6891476,6542935
New Mexico,Eddy,6603294,7043456,8505572,8894856
New Mexico,Grant,1165029,1121451,1107681,945057
New Mexico,Guadalupe,125713,134093,137334,129285
New Mexico,Harding,87860,73644,71826,97377
New Mexico,Hidalgo,175182,188624,197853,191113
New Mexico,Lea,5488723,6267122,7336810,7645460
New Mexico,Lincoln,562010,584787,585479,573615
New Mexico,Los Alamos,2068532,2110152,2115114,2197163
New Mexico,Luna,722184,748123,762185,772914
New Mexico,McKinley,2144647,2240028,2489500,2421932
New Mexico,Mora,90792,103869,101559,100567
New Mexico,Otero,2437041,2477491,2466641,2439276
New Mexico,Quay,257059,262629,269155,267058
New Mexico,Rio Arriba,1231712,1208160,1222481,1268970
New Mexico,Roosevelt,646727,640144,663612,652064
New Mexico,Sandoval,3318583,3322691,3654936,3611004
New Mexico,San Juan,5934303,5582397,5687349,5448032
New Mexico,San Miguel,582216,600292,600609,590737
New Mexico,Santa Fe,6127165,6251668,6233797,5688611
New Mexico,Sierra,258461,262627,267872,279366
New Mexico,Socorro,452168,452359,457821,446118
New Mexico,Taos,885023,911513,904267,853375
New Mexico,Torrance,347528,370736,372965,386726
New Mexico,Union,233819,221547,211814,226342
New Mexico,Valencia,1350932,1449010,1412021,1428336
New York,Albany,28218982,28365207,29185491,28190849
New York,Allegany,1331207,1317021,1400168,1301582
New York,Bronx,34993690,37841726,39295797,36937647
New York,Broome,8231915,8306171,8392724,7953015
New York,Cattaraugus,2695702,2639142,2668599,2473111
New York,Cayuga,2630440,2645587,2697108,2580734
New York,Chautauqua,4475436,4491848,4486713,4173802
New York,Chemung,3443777,3493273,3483421,3320864
New York,Chenango,2179200,2140382,2136795,2034011
New York,Clinton,3503855,3447915,3416812,3157655
New York,Columbia,2231448,2168967,2185540,2018826
New York,Cortland,1712029,1663120,1656553,1617350
New York,Delaware,1883807,1823312,1960475,1843205
New York,Dutchess,12713338,12900475,13171269,12768270
New York,Erie,50406869,51092971,52088534,50005858
New York,Essex,1474094,1491418,1503248,1390006
New York,Franklin,1787590,1774857,1806074,1675913
New York,Fulton,1765787,1738671,1776446,1667472
New York,Genesee,2246775,2366290,2321860,2221676
New York,Greene,2265837,2201254,2107973,1923862
New York,Hamilton,209991,210816,205326,188821
New York,Herkimer,1628172,1654726,1751388,1641186
New York,Jefferson,5828381,5789853,5730170,5582717
New York,Kings,79912824,87378679,90988296,86150658
New York,Lewis,1000190,998856,1019096,965504
New York,Livingston,2029545,2096583,2102555,1933895
New York,Madison,2171622,2213157,2170043,2071689
New York,Monroe,41718577,42054854,43231272,41575906
New York,Montgomery,1758944,1759671,1780946,1671872
New York,Nassau,88276860,88446549,88745497,83039972
New York,New York,603858779,620207899,639038317,610386229
New York,Niagara,8729054,8719553,8999276,8622002
New York,Oneida,9748627,9932038,10243087,9816536
New York,Onondaga,27733668,28071947,28601221,27455876
New York,Ontario,5545674,5662866,5828178,5612777
New York,Orange,16191630,16718226,17682023,17242096
New York,Orleans,1222477,1235711,1227794,1262065
New York,Oswego,6229936,6093086,6237145,6224929
New York,Otsego,2386977,2469589,2484903,2315687
New York,Putnam,3431137,3525207,3538471,3352365
New York,Queens,86083841,92332983,92693860,82327855
New York,Rensselaer,7287981,6929502,7556522,7753840
New York,Richmond,13929032,14769541,14903066,14270355
New York,Rockland,15698907,15235426,15301402,14496244
New York,St. Lawrence,4476564,4343016,4387651,4293868
New York,Saratoga,10390523,10928103,11084061,10464611
New York,Schenectady,7710427,7666834,8474313,8020812
New York,Schoharie,1016548,1035735,1038925,926311
New York,Schuyler,476120,486253,480816,446945
New York,Seneca,1391375,1389706,1485722,1345344
New York,Steuben,4004181,4147657,4198766,3867146
New York,Suffolk,87385935,87410357,88624943,84832707
New York,Sullivan,2640752,2785832,2833329,2675826
New York,Tioga,1677216,1781985,1850653,1772731
New York,Tompkins,5537043,5623003,5682740,5343175
New York,Ulster,6459198,6596617,6744721,6385779
New York,Warren,3958340,4019387,4198203,4022656
New York,Washington,1727820,1695727,1811828,1744257
New York,Wayne,3665958,3658566,3745001,3568970
New York,Westchester,71292206,72800462,74931074,71939326
New York,Wyoming,1566011,1638385,1703187,1668771
New York,Yates,903468,888311,874959,893533
North Carolina,Alamance,5515318,5551297,5713732,5553022
North Carolina,Alexander,811588,775065,766362,739515
North Carolina,Alleghany,295704,279738,271455,277924
North Carolina,Anson,790908,829888,749709,712650
North Carolina,Ashe,713694,735353,742062,710994
North Carolina,Avery,556653,575608,579756,554003
North Carolina,Beaufort,2088831,1923558,1812295,1749596
North Carolina,Bertie,669312,602796,641633,600344
North Carolina,Bladen,1408810,1405772,1322637,1298020
North Carolina,Brunswick,4478516,4390511,4322998,4200007
North Carolina,Buncombe,12426074,13097839,13592155,12841285
North Carolina,Burke,2536698,2468171,2364233,2272384
North Carolina,Cabarrus,7075890,6997373,7138987,6891452
North Carolina,Caldwell,2255895,2232030,2189630,2148490
North Carolina,Camden,145209,137006,142650,150961
North Carolina,Carteret,2255038,2211798,2341621,2207819
North Carolina,Caswell,349506,330437,326780,320763
North Carolina,Catawba,8297963,8233884,8205518,7814440
North Carolina,Chatham,1563126,1605131,1539945,1471489
North Carolina,Cherokee,684447,702449,742431,754277
North Carolina,Chowan,576120,566475,584131,546595
North Carolina,Clay,210496,218279,234162,231176
North Carolina,Cleveland,3815146,3779311,3953948,3776594
North Carolina,Columbus,1370923,1296843,1356650,1352481
North Carolina,Craven,4362353,4300811,4478427,4392257
North Carolina,Cumberland,15362117,15437728,15830084,15599222
North Carolina,Currituck,644172,682710,708992,656211
North Carolina,Dare,2025670,2052402,2151853,1976167
North Carolina,Davidson,4360868,4282134,4367530,4163009
North Carolina,Davie,1308785,1278920,1294265,1273892
North Carolina,Duplin,2108590,2022718,1980410,1868773
North Carolina,Durham,29260120,31003619,32874240,33605902
North Carolina,Edgecombe,1529903,1512376,1496159,1432891
North Carolina,Forsyth,23584818,23191246,23734226,21051877
North Carolina,Franklin,1626637,1537817,1539431,1541637
North Carolina,Gaston,6731036,6963153,6879133,6463902
North Carolina,Gates,179977,171420,180840,188117
North Carolina,Graham,197763,204513,218566,208546
North Carolina,Granville,3135062,3005612,2993775,2972686
North Carolina,Greene,445694,421960,424508,439090
North Carolina,Guilford,30769456,30766069,30726779,29444965
North Carolina,Halifax,1321790,1320703,1328783,1258487
North Carolina,Harnett,2312713,2354139,2380255,2302009
North Carolina,Haywood,1642463,1664255,1746858,1698857
North Carolina,Henderson,3619282,3610928,3687892,3519817
North Carolina,Hertford,732904,721612,767056,771618
North Carolina,Hoke,915347,981149,1017106,1061625
North Carolina,Hyde,152925,151517,151288,140693
North Carolina,Iredell,7884911,8106773,8507630,8500010
North Carolina,Jackson,1333016,1340793,1428428,1404411
North Carolina,Johnston,6408430,6435128,6492109,6448345
North Carolina,Jones,205041,173113,196851,171331
North Carolina,Lee,2485586,2597179,2495517,2379246
North Carolina,Lenoir,2805148,2668491,2682043,2568977
North Carolina,Lincoln,2528912,2517247,2680228,2616143
North Carolina,McDowell,1540765,1500035,1463997,1407608
North Carolina,Macon,1269344,1356092,1465136,1371901
North Carolina,Madison,350611,368995,389549,372973
North Carolina,Martin,648742,622473,617361,571367
North Carolina,Mecklenburg,98480577,99349989,101406435,100413497
North Carolina,Mitchell,497926,533806,562982,502025
North Carolina,Montgomery,917505,867804,907145,920016
North Carolina,Moore,3254155,3249104,3350362,3165643
North Carolina,Nash,4930368,4520064,4337905,4166769
North Carolina,New Hanover,11379905,11723073,12230503,12043682
North Carolina,Northampton,506604,495458,519395,495264
North Carolina,Onslow,6966383,6959813,7051384,6906038
North Carolina,Orange,7671838,7953999,8063541,7797971
North Carolina,Pamlico,261779,255959,268507,263514
North Carolina,Pasquotank,1376591,1338849,1360173,1352958
North Carolina,Pender,1355433,1359452,1452313,1420116
North Carolina,Perquimans,239977,249686,265405,265298
North Carolina,Person,1475998,1448959,1514436,1413551
North Carolina,Pitt,8706700,8498463,8502334,8122522
North Carolina,Polk,459366,410023,443299,432302
North Carolina,Randolph,3846876,3848275,3844645,3673647
North Carolina,Richmond,1828294,1883746,1771720,1690358
North Carolina,Robeson,3516726,3583455,3626543,3532780
North Carolina,Rockingham,2757374,2758671,2744610,2650492
North Carolina,Rowan,4684078,4750497,4895441,4760637
North Carolina,Rutherford,1624864,1631673,1725499,1627406
North Carolina,Sampson,2025884,1900764,1870494,1735420
North Carolina,Scotland,1012387,1033843,1068590,1005448
North Carolina,Stanly,1671965,1668141,1660407,1577003
North Carolina,Stokes,1090922,1005494,998232,927928
North Carolina,Surry,2239986,2279366,2265610,2134260
North Carolina,Swain,577809,573446,621003,618762
North Carolina,Transylvania,1316584,1516058,1633479,1649396
North Carolina,Tyrrell,123318,108918,111926,110153
North Carolina,Union,6961372,7204240,7331815,7126856
North Carolina,Vance,1207239,1146266,1110123,1090141
North Carolina,Wake,70876938,75574136,78042037,75462571
North Carolina,Warren,266482,273018,269164,266467
North Carolina,Washington,229595,228924,235682,229598
North Carolina,Watauga,1907385,1967145,2022173,1876058
North Carolina,Wayne,4497953,4519737,4552427,4395751
North Carolina,Wilkes,2307615,2263679,2209009,2091717
North Carolina,Wilson,3670949,3657803,3590706,3454090
North Carolina,Yadkin,916897,853491,849811,806914
